"","mgi_symbol","start_position","end_position","length"
"2402","Ttc3",94370618,94469343,98.725
"2403","Ttc33",5185525,5218336,32.811
"2404","Tuba1a",98949837,98953703,3.866
"2405","Tuba1b",98931425,98934565,3.14
"2406","Tuba1c",99029891,99038110,8.219
"2407","Twf1",94577951,94589889,11.938
"2408","Txn2",77915047,77929006,13.959
"2409","Txndc16",45133465,45220328,86.863
"2410","Txnrd2",18426384,18479073,52.689
"2411","Txnrd2",18427270,18479959,52.689
"2412","Tymp",89371931,89377039,5.108
"2413","Ube2l3",17152013,17202649,50.636
"2414","Ube2v2",15552077,15595773,43.696
"2415","Ubr5",37967328,38078854,111.526
"2416","Umps",33954782,33967038,12.256
"2417","Vdac2",21825238,21845879,20.641
"2418","Vdr",97854425,97910630,56.205
"2419","Vpreb1",16868403,16870843,2.44
"2420","Vps28",76622087,76626086,3.999
"2421","Wisp1",66891320,66923201,31.881
"2422","Wnt10b",98770712,98778150,7.438
"2423","Xpo7",70654246,70766628,112.382
"2424","Xrcc6",81987835,82040085,52.25
"2425","Ywhaz",36770770,36796929,26.159
"2426","Zbtb20",42875881,43642602,766.721
"2427","Zc3h3",75754430,75841915,87.485
"2428","Zcrb1",93386097,93398334,12.237
"2429","Zfp385a",103313895,103340093,26.198
"2430","Zfp622",25984366,25998481,14.115
"2431","Zfp706",36997027,37007773,10.746
"2432","Zfp740",102203249,102215606,12.357
"2433","Zfpm2",40655035,41104592,449.557
"2434","Zfr",12117831,12185683,67.852
"2435","Zhx1",58047003,58076541,29.538
"2436","0610012G03Rik",31947050,31948494,1.444
"2437","1600012H06Rik",14943184,14959570,16.386
"2438","2310061I04Rik",35892677,35897431,4.754
"2439","2410015M20Rik",56607452,56609771,2.319
"2440","2510002D24Rik",18836578,18840160,3.582
"2441","2700099C18Rik",94750100,94775132,25.032
"2442","Abcf1",35956819,35969761,12.942
"2443","Abcg1",31057698,31115777,58.079
"2444","Acaa2",74779197,74806207,27.01
"2445","Acat2",12942890,12960747,17.857
"2446","Adamts1",85793827,85803113,9.286
"2447","Adrb2",62177817,62179959,2.142
"2448","Ager",34597862,34600936,3.074
"2449","Agpat1",34604262,34613449,9.187
"2450","AI413582",27563573,27565756,2.183
"2451","Akap8",32303676,32321153,17.477
"2452","Akap8l",32321425,32350581,29.156
"2453","Aldh7a1",56509687,56572951,63.264
"2454","Angptl4",33773750,33781830,8.08
"2455","Apc",34220924,34322189,101.265
"2456","Apcdd1",62922327,62953195,30.868
"2457","Arhgdig",26199183,26207786,8.603
"2458","Atf6b",34647146,34655074,7.928
"2459","Atl2",79848390,79896123,47.733
"2460","Atp6v0c",24163866,24169702,5.836
"2461","Atp6v0e",26676396,26699644,23.248
"2462","Axin1",26138688,26195811,57.123
"2463","B3galt4",33949909,33951488,1.579
"2464","Baiap3",25242659,25256364,13.705
"2465","Bak1",27019810,27029009,9.199
"2466","BC004004",29268788,29314065,45.277
"2467","Bin1",32377230,32435737,58.507
"2468","Birc6",74528295,74703356,175.061
"2469","Bnip1",26781079,26792565,11.486
"2470","Brd2",34112023,34122634,10.611
"2471","Brd4",32196274,32284722,88.448
"2472","Bysl",47599331,47611492,12.161
"2473","C2",34862604,34898265,35.661
"2474","Cacna1h",25374285,25433783,59.498
"2475","Calm2",87433412,87446935,13.523
"2476","Cbr1",93605853,93610505,4.652
"2477","Cbr3",93683215,93690990,7.775
"2478","Ccdc50",27388869,27452218,63.349
"2479","Ccnd3",47505051,47599691,94.64
"2480","Ccnf",24222198,24251484,29.286
"2481","Ccr6",8236043,8257141,21.098
"2482","Cd2ap",42792951,42876665,83.714
"2483","Cd320",33843091,33849774,6.683
"2484","Cd80",38455561,38496335,40.774
"2485","Cdc25c",34732997,34751533,18.536
"2486","Cdc5l",45391884,45433737,41.853
"2487","Cdkn1a",29090976,29100727,9.751
"2488","Cdsn",35552128,35557180,5.052
"2489","Cebpz",78919006,78937066,18.06
"2490","Celf4",25477632,25754157,276.525
"2491","Cfb",34856374,34862518,6.144
"2492","Chaf1a",56040439,56072289,31.85
"2493","Chd1",15704967,15772610,67.643
"2494","Clcn7",25133391,25162104,28.713
"2495","Cldn1",26356642,26371841,15.199
"2496","Cldn6",23679249,23682446,3.197
"2497","Cldnd1",58727910,58734251,6.341
"2498","Clic1",35049966,35058749,8.783
"2499","Clip4",71768473,71864273,95.8
"2500","Clpp",56990305,56996188,5.883
"2501","Cndp2",84667470,84685633,18.163
"2502","Col11a2",34039437,34066685,27.248
"2503","Col8a1",57624258,57754737,130.479
"2504","Cox17",38346991,38352763,5.772
"2505","Cox7a2l",83501918,83517330,15.412
"2506","Cramp1l",24961226,25015788,54.562
"2507","Crb3",57059105,57065918,6.813
"2508","Crebbp",4081328,4213997,132.669
"2509","Crem",3266048,3337748,71.7
"2510","Cript",87025550,87035810,10.26
"2511","Crisp1",40293758,40319207,25.449
"2512","Crkl",17451987,17487434,35.447
"2513","Csnk1a1",61555274,61590061,34.787
"2514","Csnk2b",35116196,35122053,5.857
"2515","Ctnna1",35118888,35254773,135.885
"2516","Cul7",46650337,46664364,14.027
"2517","Cuta",26937973,26939478,1.505
"2518","Cxxc5",35829818,35861687,31.869
"2519","Cyp1b1",79701537,79715061,13.524
"2520","Cyp4f13",32924688,32947402,22.714
"2521","D17Wsu92e",27751235,27820648,69.413
"2522","Daxx",33909414,33915590,6.176
"2523","Ddah2",35059035,35062095,3.06
"2524","Ddr1",35681567,35704621,23.054
"2525","Dgcr2",17839482,17898562,59.08
"2526","Dhx16",35879819,35892670,12.851
"2527","Dll1",15367354,15376872,9.518
"2528","Dpy30",74299474,74323944,24.47
"2529","Dsg2",20558074,20604521,46.447
"2530","Dusp1",26505590,26508519,2.929
"2531","Dynlt1a",6306340,6317500,11.16
"2532","Dynlt1b",6430112,6436296,6.184
"2533","Dynlt1c",6601671,6609774,8.103
"2534","Dynlt1f",6646602,6655900,9.298
"2535","E4f1",24443778,24470313,26.535
"2536","Ebi3",55952640,55957022,4.382
"2537","Efna5",62604184,62881317,277.133
"2538","Egfl8",34613349,34615971,2.622
"2539","Ehmt2",34898469,34914052,15.583
"2540","Eif2ak2",78852564,78882573,30.009
"2541","Elp2",24602866,24639507,36.641
"2542","Enpp5",44078813,44086567,7.754
"2543","Epas1",86753700,86833410,79.71
"2544","Epc1",6435951,6516108,80.157
"2545","Epcam",87635979,87651129,15.15
"2546","Epha3",63543534,63864175,320.641
"2547","Ercc3",32240300,32270151,29.851
"2548","Ergic1",26561489,26656931,95.442
"2549","Ets2",95702075,95721051,18.976
"2550","Ezr",6738041,6782784,44.743
"2551","Fahd1",24848892,24850364,1.472
"2552","Fam173a",25790508,25792284,1.776
"2553","Fam98a",75537086,75551946,14.86
"2554","Fbxo15",84934782,84981472,46.69
"2555","Fbxo38",62504069,62548743,44.674
"2556","Fech",64456550,64489066,32.516
"2557","Fem1a",56256810,56263610,6.8
"2558","Fez2",78369212,78418152,48.94
"2559","Fgf1",38838673,38929404,90.731
"2560","Fkbp5",28399094,28517527,118.433
"2561","Fkbpl",34644764,34646324,1.56
"2562","Flot1",35823230,35832791,9.561
"2563","Fndc1",7738569,7827302,88.733
"2564","Foxn2",88440711,88490533,49.822
"2565","Fzd8",9212163,9218136,5.973
"2566","Gabbr1",37045966,37075067,29.101
"2567","Galm",80127471,80185101,57.63
"2568","Galnt1",24205344,24286818,81.474
"2569","Gap43",42248442,42340651,92.209
"2570","Gata6",11052064,11085635,33.571
"2571","Gfer",24693187,24696156,2.969
"2572","Gfra3",34689903,34720387,30.484
"2573","Ggnbp1",26973217,27036378,63.161
"2574","Glo1",30592866,30612659,19.793
"2575","Gm3417",14964242,14978790,14.548
"2576","Gm3448",14995787,15041537,45.75
"2577","Gm7334",50698688,50699443,0.755
"2578","Gnl1",35979851,35989462,9.611
"2579","Gnpda1",38327558,38339003,11.445
"2580","Gnptg",25233331,25240124,6.793
"2581","Gpsm3",34589806,34591754,1.948
"2582","Gramd3",56432132,56503792,71.66
"2583","Gtf2f1",57003405,57011288,7.883
"2584","Gtf2h4",35667730,35673739,6.009
"2585","Gtpbp2",46161032,46169370,8.338
"2586","Guca1a",47394558,47400584,6.026
"2587","Guca1a",47394557,47400583,6.026
"2588","H2-Aa",34282744,34287827,5.083
"2589","H2-Ab1",34263209,34269418,6.209
"2590","H2-Bl",36080115,36084223,4.108
"2591","H2-D1",35262730,35267499,4.769
"2592","H2-DMa",34135182,34139101,3.919
"2593","H2-DMb1",34153072,34160230,7.158
"2594","H2-K1",33996017,34000333,4.316
"2595","H2-K2",33974831,33978790,3.959
"2596","H2-Ke6",34026033,34028060,2.027
"2597","H2-M3",37270220,37274484,4.264
"2598","H2-Oa",34092340,34095234,2.894
"2599","H2-Q1",35320405,35325099,4.694
"2600","H2-Q10",35470089,35474563,4.474
"2601","H2-Q2",35342242,35346762,4.52
"2602","H2-Q7",35439155,35443773,4.618
"2603","H2-T10",36115876,36121465,5.589
"2604","H2-T22",36037128,36042747,5.619
"2605","H2-T23",36029773,36032855,3.082
"2606","Hagh",24840143,24864450,24.307
"2607","Has1",17843323,17855205,11.882
"2608","Hcfc1r1",23673596,23675227,1.631
"2609","Hdac3",37935844,37954988,19.144
"2610","Hdhd2",76930126,76972902,42.776
"2611","Hmga1",27556497,27563674,7.177
"2612","Hmgn1",96120618,96127729,7.111
"2613","Hnrnpm",33646233,33686860,40.627
"2614","Hsd17b4",50128201,50196269,68.068
"2615","Hsp90ab1",45567775,45573271,5.496
"2616","Hspa1a",34969190,34972156,2.966
"2617","Hspa1b",34956436,34959238,2.802
"2618","Ier3",35821684,35822923,1.239
"2619","Igf2r",12682406,12769664,87.258
"2620","Igfals",24865997,24882010,16.013
"2621","Iigp1",60376029,60392627,16.598
"2622","Ik",36744656,36757639,12.983
"2623","Impact",12955852,12992950,37.098
"2624","Ino80c",24104757,24121953,17.196
"2625","Isoc1",58659482,58679570,20.088
"2626","Jmjd8",25828867,25831842,2.975
"2627","Kalrn",33969073,34573532,604.459
"2628","Kank3",33810519,33822918,12.399
"2629","Kat2b",53566861,53672720,105.859
"2630","Kctd20",28951950,28969549,17.599
"2631","Kif20a",34624624,34633265,8.641
"2632","Kif5b",6201002,6242174,41.172
"2633","Kifc1",33875659,33890661,15.002
"2634","Klc4",46630624,46646022,15.398
"2635","Lama1",67697259,67822647,125.388
"2636","Lclat1",73107985,73243368,135.383
"2637","Lemd2",27189601,27204438,14.837
"2638","Lman1",65980754,66022580,41.826
"2639","Lmf1",25579085,25662826,83.741
"2640","Lmnb1",56707813,56753424,45.611
"2641","Lonp1",56614297,56626887,12.59
"2642","Lpin2",71182560,71249817,67.257
"2643","Lrpprc",84705247,84790789,85.542
"2644","Lsm2",34981862,34985891,4.029
"2645","Lst1",35185095,35188439,3.344
"2646","Lta",35203165,35205351,2.186
"2647","Ltbp1",75005568,75392512,386.944
"2648","Luc7l",26252896,26285504,32.608
"2649","Ly6g6d",35071443,35078065,6.622
"2650","Mad2l1bp",46147387,46153553,6.166
"2651","Man2a1",64600736,64755110,154.374
"2652","Map3k4",12227621,12318796,91.175
"2653","Map4k3",80580512,80728485,147.973
"2654","Mapk13",28769297,28780233,10.936
"2655","Mapk14",28691329,28748406,57.077
"2656","Mapk8ip3",24892153,24936977,44.824
"2657","Matr3",35562158,35592045,29.887
"2658","Mbp",82475146,82585637,110.491
"2659","Mcfd2",87254443,87265935,11.492
"2660","Mdfi",47815328,47834691,19.363
"2661","Mea1",46678793,46683111,4.318
"2662","Med20",47611582,47624418,12.836
"2663","Memo1",74199036,74295521,96.485
"2664","Mllt1",56892611,56935415,42.804
"2665","Mlst8",24473551,24479078,5.527
"2666","Mocos",24653691,24701575,47.884
"2667","Mocs1",49428362,49455435,27.073
"2668","Mrpl14",45686322,45698495,12.173
"2669","Mrpl18",12911349,12916345,4.996
"2670","Mrpl2",46646229,46650139,3.91
"2671","Mrpl28",26123520,26126613,3.093
"2672","Mrps10",47368887,47381417,12.53
"2673","Mrps10",47368886,47381416,12.53
"2674","Mrps18a",46110986,46128910,17.924
"2675","Mrps18b",35910379,35916389,6.01
"2676","Mrps34",24895116,24897502,2.386
"2677","Msh2",87672330,87723713,51.383
"2678","Msh5",35028605,35046745,18.14
"2679","Msh6",87975062,87990892,15.83
"2680","Mtch1",29332072,29347934,15.862
"2681","Mut",40934685,40961988,27.303
"2682","Myh11",14194535,14291372,96.837
"2683","Myl12b",70973133,70990890,17.757
"2684","Myo5b",74440936,74771493,330.557
"2685","Myom1",71002633,71126856,124.223
"2686","Ndc80",71496100,71526857,30.757
"2687","Nde1",14163275,14192928,29.653
"2688","Ndfip1",38418975,38464399,45.424
"2689","Ndst1",60685978,60713389,27.411
"2690","Ndufa11",56717767,56722141,4.374
"2691","Ndufa7",33824572,33838317,13.745
"2692","Ndufb10",24722060,24724478,2.418
"2693","Ndufv2",66078638,66101559,22.921
"2694","Ndufv3",31520115,31531326,11.211
"2695","Nedd4l",64887705,65217831,330.126
"2696","Neu1",34931253,34935953,4.7
"2697","Nfatc1",80606205,80713071,106.866
"2698","Nfkbie",45555703,45563169,7.466
"2699","Nfya",48386885,48409906,23.021
"2700","Nfya",48382988,48406009,23.021
"2701","Nme3",24896500,24897522,1.022
"2702","Nme4",26091734,26095508,3.774
"2703","Notch3",32120820,32166880,46.06
"2704","Notch4",34564268,34588503,24.235
"2705","Npc1",12189692,12236400,46.708
"2706","Nrip1",76287400,76373827,86.427
"2707","Nrtn",56751325,56757530,6.205
"2708","Nthl1",24632680,24638837,6.157
"2709","Nudt3",27579382,27623495,44.113
"2710","P2rx6",17561885,17577800,15.915
"2711","Paip2",35598641,35617185,18.544
"2712","Parl",20279818,20302387,22.569
"2713","Parn",13537960,13668170,130.21
"2714","Pbx2",34591266,34597400,6.134
"2715","Pcdha1",36930184,37187661,257.477
"2716","Pcdha3",36946105,37187657,241.552
"2717","Pcdha4",36952648,37187661,235.013
"2718","Pcdha7",36973802,37187657,213.855
"2719","Pcdhac1",37090013,37187657,97.644
"2720","Pcdhga1",37661793,37841873,180.08
"2721","Pcdhga12",37765580,37841873,76.293
"2722","Pcdhga5",37694380,37841873,147.493
"2723","Pcdhga6",37707039,37841873,134.834
"2724","Pcdhga7",37714764,37841873,127.109
"2725","Pcdhga8",37725706,37841873,116.167
"2726","Pcdhgb4",37720369,37841870,121.501
"2727","Pcdhgb5",37731009,37841873,110.864
"2728","Pcdhgb6",37742094,37841873,99.779
"2729","Pcdhgc4",37815079,37841873,26.794
"2730","Pcdhgc5",37819513,37841873,22.36
"2731","Pcnp",56007245,56029739,22.494
"2732","Pdcd2",15519208,15527301,8.093
"2733","Pde9a",31386234,31476310,90.076
"2734","Pdpk1",24073680,24150924,77.244
"2735","Pex6",46711463,46725541,14.078
"2736","Pfdn1",36403679,36454495,50.816
"2737","Pgp",24470392,24473110,2.718
"2738","Phf1",26933127,26937890,4.763
"2739","Pi4ka",17280351,17406314,125.963
"2740","Pias2",77065208,77155708,90.5
"2741","Pigf",86997256,87025406,28.15
"2742","Pigq",25926421,25944510,18.089
"2743","Pim1",29490753,29496112,5.359
"2744","Pkd1",24549834,24596508,46.674
"2745","Pkdcc",83215292,83225070,9.778
"2746","Pknox1",31564749,31607684,42.935
"2747","Pla2g7",43568098,43612201,44.103
"2748","Plin4",56100591,56109803,9.212
"2749","Polr1c",46243920,46248054,4.134
"2750","Polr2d",31789159,31796701,7.542
"2751","Pou5f1",35506018,35510772,4.754
"2752","Ppard",28232700,28301474,68.774
"2753","Ppic",53406341,53418007,11.666
"2754","Ppm1b",84956741,85023991,67.25
"2755","Ppp2r1a",20945311,20965916,20.605
"2756","Ppp2r5d",46682991,46705111,22.12
"2757","Ppt2",34616662,34628510,11.848
"2758","Pqlc1",80253292,80292725,39.433
"2759","Prkce",86167785,86657919,490.134
"2760","Prkd3",78949405,79020816,71.411
"2761","Psmb1",15475021,15499751,24.73
"2762","Psmb8",34197721,34201454,3.733
"2763","Psmb9",34181988,34187764,5.776
"2764","Psmg2",67641599,67654162,12.563
"2765","Ptcra",46755663,46763712,8.049
"2766","Ptk7",46564471,46629504,65.033
"2767","Ptprm",66666947,67354457,687.51
"2768","Ptprs",56412426,56476483,64.057
"2769","Pura",36281097,36289723,8.626
"2770","Qk",10202601,10319854,117.253
"2771","Rab11b",33742484,33760530,18.046
"2772","Rab12",66494512,66519729,25.217
"2773","Rab18",6733905,6794429,60.524
"2774","Rab31",65651729,65772752,121.023
"2775","Rab5a",53479234,53507680,28.446
"2776","Ralbp1",65848418,65885798,37.38
"2777","Ranbp3",56673294,56711764,38.47
"2778","Rbm22",60560736,60572810,12.074
"2779","Rfx2",56775897,56831013,55.116
"2780","Rgl2",33929543,33937687,8.144
"2781","Rgs11",26202951,26211324,8.373
"2782","Rhag",40811126,40840754,29.628
"2783","Rhoq",86963082,87000069,36.987
"2784","Ring1",34020792,34024680,3.888
"2785","Riok3",12128741,12157387,28.646
"2786","Rnaset2a",8115445,8148097,32.652
"2787","Rnaset2b",6970634,7011299,40.665
"2788","Rnf14",38296635,38317847,21.212
"2789","Rnf5",34601091,34603690,2.599
"2790","Rnf8",29614790,29644991,30.201
"2791","Rnps1",24414565,24425901,11.336
"2792","Rock1",10064401,10182045,117.644
"2793","Rpl10a",28328471,28331033,2.562
"2794","Rpl36",56613416,56614243,0.827
"2795","Rpl7l1",46773907,46782672,8.765
"2796","Rpp21",36255645,36258069,2.424
"2797","Rprd1a",24484960,24530204,45.244
"2798","Rps10",27630418,27636669,6.251
"2799","Rps18",33951999,33956001,4.002
"2800","Rps2",24718116,24721929,3.813
"2801","Rps28",33819027,33824562,5.535
"2802","Rps6ka2",7170115,7303315,133.2
"2803","Rrn3",13780708,13814839,34.131
"2804","Rrp1b",32036100,32062865,26.765
"2805","Rsph1",31255019,31277356,22.337
"2806","Rsph3a",7945614,7979824,34.21
"2807","Rsph3b",6904413,6948682,44.269
"2808","Rttn",88971790,89131013,159.223
"2809","Runx2",44495987,44814797,318.81
"2810","Rxrb",34031812,34038393,6.581
"2811","Safb",56584825,56606294,21.469
"2812","Satb1",51736187,51833290,97.103
"2813","Serac1",6042196,6079741,37.545
"2814","Sft2d1",8311102,8327442,16.34
"2815","Sh3gl1",56016750,56036635,19.885
"2816","Shd",55970467,55976625,6.158
"2817","Six2",85684277,85688274,3.997
"2818","Skiv2l",34839228,34850210,10.982
"2819","Slc12a2",57878678,57946821,68.143
"2820","Slc29a1",45585200,45599606,14.406
"2821","Slc35a4",36679215,36683861,4.646
"2822","Slc35b2",45563874,45567671,3.797
"2823","Slc39a6",24579881,24603817,23.936
"2824","Slc39a7",34028267,34031690,3.423
"2825","Slc3a1",85028376,85064236,35.86
"2826","Slc8a1",81373105,81738377,365.272
"2827","Slc9a3r2",24639286,24650327,11.041
"2828","Smad4",73639009,73703780,64.771
"2829","Smoc2",14279506,14404790,125.284
"2830","Snrpc",27838150,27851968,13.818
"2831","Snx9",5841329,5931954,90.625
"2832","Socs5",87107679,87137839,30.16
"2833","Sod1",90220754,90226329,5.575
"2834","Sod2",13006846,13040063,33.217
"2835","Sos1",80393751,80480453,86.702
"2836","Spast",74338987,74391115,52.128
"2837","Spry4",38586268,38601268,15
"2838","Srpk1",28587648,28622709,35.061
"2839","Srrm2",23790532,23824741,34.209
"2840","Srsf3",29032628,29043373,10.745
"2841","Srsf7",80200080,80207307,7.227
"2842","Ss18",14624198,14682914,58.716
"2843","Stk19",34823993,34836945,12.952
"2844","Stk38",28970880,29007995,37.115
"2845","Strn",78649913,78737196,87.283
"2846","Stub1",25830636,25833361,2.725
"2847","Synj2",5941280,6044290,103.01
"2848","Syt4",31437808,31447406,9.598
"2849","Taf11",27901122,27909844,8.722
"2850","Taf8",47483364,47502292,18.928
"2851","Tap1",34187553,34197225,9.672
"2852","Tap2",34203527,34216321,12.794
"2853","Tapbp",33915899,33929292,13.393
"2854","Tbc1d23",57168862,57231504,62.642
"2855","Tbc1d24",24175431,24205562,30.131
"2856","Tbl3",24697949,24707660,9.711
"2857","Tbp",15499888,15528379,28.491
"2858","Tcf19",35512734,35516824,4.09
"2859","Tcp1",12915701,12925067,9.366
"2860","Tcp11",28066745,28080639,13.894
"2861","Tcte3",15027152,15041488,14.336
"2862","Tead3",28331671,28350817,19.146
"2863","Tgif1",70844205,70853546,9.341
"2864","Thbs2",14665500,14694235,28.735
"2865","Tiam2",3326573,3531344,204.771
"2866","Tmem181b-ps",6438524,6467022,28.498
"2867","Tmem181c-ps",6613753,6639790,26.037
"2868","Tmem191c",17276077,17283229,7.152
"2869","Tmem45a",56805161,56886166,81.005
"2870","Tmem50b",91574503,91597800,23.297
"2871","Tnfaip8l1",56162477,56173955,11.478
"2872","Tnfrsf21",43016555,43089189,72.634
"2873","Tnfsf9",57105325,57107757,2.432
"2874","Tomm6",47686646,47688386,1.74
"2875","Tsc2",24595816,24632630,36.814
"2876","Tspo2",48447907,48451522,3.615
"2877","Tspo2",48444010,48447625,3.615
"2878","Ttc27",74717732,74863570,145.838
"2879","Tubb5",35833921,35838306,4.385
"2880","Tulp4",6106437,6251128,144.691
"2881","Twsg1",65921972,65951226,29.254
"2882","Txnl4a",80206795,80223533,16.738
"2883","U2af1",31647082,31658754,11.672
"2884","Ube2i",25261916,25274622,12.706
"2885","Ubn1",5050057,5086289,36.232
"2886","Ubxn6",56067045,56075028,7.983
"2887","Uhrf1",56303321,56323486,20.165
"2888","Uhrf1bp1",27856441,27900041,43.6
"2889","Usp25",77013706,77116780,103.074
